RowNames	MMRS11288076ST.27.0.0	MMRS11664448ST.27.0.0	MMRS11932626ST.27.0.0	MMRS12272136ST.27.0.0	MMRS14379078ST.27.0.0	MMRS14602194ST.27.0.0	MMRS15137911ST.27.0.0	MMRS16644320ST.27.0.0	MMRS17603756ST.27.0.0	MMRS17963147ST.27.0.0	MMRS18295921ST.27.0.0	MMRS20257302ST.27.0.0	MMRS21365932ST.27.0.0	MMRS24340226ST.27.0.0	MMRS25211151ST.27.0.0	MMRS25641480ST.27.0.0	MMRS29805707ST.27.0.0	MMRS31306426ST.27.0.0	MMRS32573774ST.27.0.0	MMRS33294861ST.27.0.0	MMRS34525504ST.27.0.0	MMRS34569532ST.27.0.0	MMRS35808664ST.27.0.0	MMRS36405092ST.27.0.0	MMRS38861560ST.27.0.0	MMRS38954404ST.27.0.0	MMRS39415781ST.27.0.0	MMRS39582183ST.27.0.0	MMRS40913371ST.27.0.0	MMRS41266697ST.27.0.0	MMRS41711735ST.27.0.0	MMRS42570301ST.27.0.0	MMRS42780924ST.27.0.0	MMRS43563715ST.27.0.0	MMRS43939546ST.27.0.0	MMRS44197125ST.27.0.0	MMRS44203591ST.27.0.0	MMRS44587603ST.27.0.0	MMRS47662059ST.27.0.0	MMRS47685461ST.27.0.0	MMRS48639115ST.27.0.0	MMRS51307502ST.27.0.0	MMRS51410669ST.27.0.0	MMRS51728985ST.27.0.0	MMRS51737257ST.27.0.0	MMRS54246132ST.27.0.0	MMRS54316675ST.27.0.0	MMRS55294627ST.27.0.0	MMRS56137463ST.27.0.0	MMRS57276462ST.27.0.0	MMRS57569834ST.27.0.0	MMRS59699117ST.27.0.0	MMRS61683006ST.27.0.0	MMRS62192467ST.27.0.0	MMRS62376181ST.27.0.0	MMRS62666492ST.27.0.0	MMRS64281211ST.27.0.0	MMRS64281551ST.27.0.0	MMRS65205033ST.27.0.0	MMRS65742083ST.27.0.0	MMRS65862658ST.27.0.0	MMRS65945127ST.27.0.0	MMRS66868025ST.27.0.0	MMRS67096717ST.27.0.0	MMRS67247116ST.27.0.0	MMRS67690541ST.27.0.0	MMRS68630931ST.27.0.0	MMRS68910755ST.27.0.0	MMRS71238091ST.27.0.0	MMRS71762412ST.27.0.0	MMRS72802364ST.27.0.0	MMRS72980899ST.27.0.0	MMRS73787048ST.27.0.0	MMRS77018926ST.27.0.0	MMRS77321055ST.27.0.0	MMRS77487595ST.27.0.0	MMRS78791111ST.27.0.0	MMRS79893829ST.27.0.0	MMRS80093644ST.27.0.0	MMRS81130264ST.27.0.0	MMRS81135225ST.27.0.0	MMRS81194191ST.27.0.0	MMRS81671217ST.27.0.0	MMRS84085284ST.27.0.0	MMRS84159866ST.27.0.0	MMRS84954772ST.27.0.0	MMRS85382779ST.27.0.0	MMRS85438660ST.27.0.0	MMRS85548821ST.27.0.0	MMRS86168210ST.27.0.0	MMRS86178473ST.27.0.0	MMRS86958796ST.27.0.0	MMRS87723283ST.27.0.0	MMRS88581325ST.27.0.0	MMRS90191266ST.27.0.0	MMRS91297590ST.27.0.0	MMRS92544445ST.27.0.0	MMRS92546335ST.27.0.0	MMRS92727331ST.27.0.0	MMRS93508324ST.27.0.0	MMRS93621581ST.27.0.0	MMRS94549160ST.27.0.0	MMRS95277876ST.27.0.0	MMRS95479054ST.27.0.0	MMRS95674036ST.27.0.0	MMRS96422329ST.27.0.0	MMRS97052561ST.27.0.0	MMRS97307143ST.27.0.0	MMRS97327636ST.27.0.0	MMRS99045180ST.27.0.0
Actinomyces oris	0	0	0	0	0	0	10374	0	0	0	1235	0	0	942	0	0	0	0	0	0	0	0	0	0	597	0	3722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247	0	0	0	0	0	0	0	6056	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	1730	0	0	0	0	432	0	0	0	1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella adiacens	0	0	0	0	0	0	8408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus stomatis	0	0	0	0	0	0	7852	0	0	0	1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11892	0	0	0	2220	151	0	0	0	0	0	0	7812	0	0	0	0	0	0	0	0	0	0	135489	0	0	0	0	1919	0	0	0	0	0	0	0	0	0	0	4116	30332	0	0	0	0	0	0	7743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter ureolyticus	0	0	0	0	0	0	6958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2804	0	0	0
Cellulosilyticum lentocellum	0	0	0	0	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76040	0
Ligilactobacillus salivarius	0	0	0	0	0	0	4015	0	0	0	0	0	0	0	0	0	0	0	6392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	40211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16062	0	14633	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus sp. HMSC062D09	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6889	0
Pseudoflavonifractor sp. An184	0	0	0	0	0	0	1896	13681	0	465	9253	0	0	0	3015	14610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2854	0	0	0	922	0	1726	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4854	0	0	0	0	1727	0	0	0	0	0	0	0	14399	0	10126	0	0	0	0	1018	0	0	0	0	0	0	0	52500	0	1028	0	0	0	0	0	0	0	0	212	0	0	4954	0	0	68996	0
Sellimonas intestinalis	0	0	0	0	0	0	1449	42417	0	16676	0	0	541	28968	7933	173487	0	0	0	0	0	0	0	402	121767	0	16763	0	95022	0	0	64065	0	58796	0	209392	0	0	0	6173	0	0	0	0	4237	0	0	0	0	0	103	0	0	0	0	0	0	0	26778	0	0	93011	0	0	48338	0	12582	0	98827	0	0	71209	0	0	4449	0	67482	0	91742	5604	0	0	0	0	0	0	0	0	0	0	451598	0	50652	0	0	56486	15342	0	6757	0	0	0	0	0	2414	5964	0	0	0	0
Actinomyces graevenitzii	0	0	0	0	0	0	772	0	0	0	3457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3163	0	0	0	0	2460	0	398	0	0	7268	0	0	0	0	0	0	0	0	0	7118	0	0	0	0	3192	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	24379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	1912	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] scindens	0	0	0	0	0	0	606	0	0	0	0	0	3843	0	0	2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13393	426	148	0	0	2667	0	0	6752	0	0	0	0	0	0	0	0	318	0	0	1522	0	0	0	0	0	0	0	0	0	33690	0	0	0	0	0	0	15677	0	1355	729	0	0	0	0	0	0	0	0	0	0	0	25859	0	0	0	0	0	0	1048	0	0	0	0	0	6468	5989	0	0	0	0	0	0	0	0	2255	0	130703	529
Streptococcus lutetiensis	0	0	0	0	0	0	0	2444596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4365	0	0	0	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18537	0	0	0
Acidaminococcus intestini	0	0	0	0	0	0	0	1761139	2150859	0	0	0	0	1755648	0	1768646	0	16747	0	0	6168	0	43699	2429	0	0	0	0	1328732	0	24468	0	0	798665	0	0	0	0	0	0	0	0	0	0	0	27649	282931	2848883	0	0	244286	20725	0	0	0	0	0	0	0	0	0	0	0	186826	1649383	0	0	0	0	0	0	7313772	4618	0	72171	0	801172	440	8851	0	0	0	0	0	0	0	0	0	43919	22127	0	2563	374685	67533	267658	0	0	0	0	0	0	0	189678	183541	843757	0	0	3136	0	0
Lactiplantibacillus plantarum	0	0	0	0	0	0	0	838807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus mirabilis	0	0	0	0	0	0	0	228018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8973	0	0	0	0	0	0	0	0	0	0	0	0	0	43238	0	0	0	0	0	0	0	53596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera sp. DISK 18	0	0	0	0	0	0	0	40088	161	0	0	0	0	0	0	0	0	55675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8724	0	5952	0	0	0	0	0	0	0	0	0	0	0	163768	0	0	0	0	0
Lactobacillus paragasseri	0	0	0	0	0	0	0	34721	0	23512	0	0	0	0	0	13701	0	0	8388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6272	0	0	0	0	0	0	11894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus gasseri	0	0	0	0	0	0	0	31906	0	31904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6022	14470	0	0	0	411	0	0	0	2452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7704	0	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limosilactobacillus reuteri	0	0	0	0	0	0	0	30391	0	7664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus thermophilus	0	0	0	0	0	0	0	19376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304719	0	0	3992	0	4382	129823	0	0	1120	0	12260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110693	0	0	1279	0	0	0	0	0	0	0	0	0	0	0	3509	0	7149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0	0	0	0	0	0	0	0	0	2760	0	0	0	0	19721	0	73213	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium paraputrificum	0	0	0	0	0	0	0	19329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1707463	0	18404	32118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4307	0	0	0	0	0	0	0	0	5474	0	0	0	0	0	2602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus acidilactici	0	0	0	0	0	0	0	12708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus aureus	0	0	0	0	0	0	0	12446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5747	0	0	0
Allisonella histaminiformans	0	0	0	0	0	0	0	11623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13926	0	0	0	0	0	0	0	176	0	0	0	3249	0	0	0	0	0	0	0	0	1057	0	0	0	0	0	0	0	0	0	0	2355	34414	0	0	0	0	0	0	0	0	0	29958	0	0	0	0	0	0	0	0	0	0	0	5518	0	0	0	0	0	0	0	0	0	0	13467	0	8338	0	0	45924	0
Paraclostridium bifermentans	0	0	0	0	0	0	0	6368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacteriaceae bacterium CHKCI005	0	0	0	0	0	0	0	1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	1375	0	0	0	0	11475	0	4125	0	14051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6973	0	0	0	0	0	8949	1140	0	0	0	0	0	0	0	0	0	0	175	0	0	0	7716	0	0	0	3946	0	0	0	1730	0	0	9992	0	0	5977	0	0	0	0	0	0	0	0	0	2416	0
Clostridium baratii	0	0	0	0	0	0	0	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactiplantibacillus paraplantarum	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limosilactobacillus fermentum	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4525	0	0	0	0	0	0	0	0	0	0	14406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101394	0	0	0	233	0
Megasphaera sp. MJR8396C	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1106	0	0	0	0	0
Streptococcus mutans	0	0	0	0	0	0	0	0	31574	2485	892	0	2286	0	0	0	0	0	6598	0	4495	0	0	0	8102	0	0	0	0	0	0	0	0	0	0	1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100367	0	0	0	3562	0	0	12584	2660	0	0	2232	0	0	0	0	0	0	0	0	7406	0	0	0	2034	0	0	0	0	2122	0	0	0	0	0	0	5248	0	91612	0	11242	6670	0	0	0	0	6622	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium mitsuokai	0	0	0	0	0	0	0	0	10883	42599	0	3066313	8177	0	0	0	0	0	0	0	5674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5233	0	0	0	0	0	0	0	0	22002	0	0	1126621	0	0	0	0	0	0	0	358669	383432	2962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816552	0	0	0	0	687263	0	0	0	0	0	189715	0	0	0	0	0	0	127584	82571	0	0	68766	0	45296	0	0	1746	0	0	0	0	0	0	0
Enterococcus faecalis	0	0	0	0	0	0	0	0	7206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4080	0	0	34638	0
Fusobacterium ulcerans	0	0	0	0	0	0	0	0	5547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium dentium	0	0	0	0	0	0	0	0	3691	0	0	0	880	0	0	0	0	0	27476	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	41068	0	0	0	0	0	0	0	0	0	0	0	7741	0	0	0	0	0	210	0	2792	82424	0	1326	0	0	0	0	0	0	0	0	0	8236	0	0	0	35332	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	1396	0	0	0	0	0	0	0	0	0	0	0	0	3750	0	165	0	0	0
Streptococcus sp. F0442	0	0	0	0	0	0	0	0	1286	0	892	0	0	0	0	0	3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	5415	448	0	0	0	0	0	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	9325	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	3526	0	0	0	0	0	0	0	0	0	0	0	0	0	2933	0	0	0	0	0
Gardnerella vaginalis	0	0	0	0	0	0	0	0	1155	0	0	0	0	0	0	12448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia dentocariosa	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella variicola	0	0	0	0	0	0	0	0	0	205048	0	0	0	0	0	0	0	0	0	0	0	0	458255	0	3394	2007	0	0	0	66001	0	0	0	0	0	0	0	164989	923086	0	0	0	0	0	0	130406	0	20010	0	0	0	0	0	0	0	0	0	0	0	21983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512	0	0	0	0	5210	0	0	0	0	0	0	7277	0	0	0	0	625224	0	0	0	0	0	0	0	8101	0	0	0	0	0
Ligilactobacillus animalis	0	0	0	0	0	0	0	0	0	135031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Gastranaerophilales bacterium	0	0	0	0	0	0	0	0	0	90364	0	0	0	0	0	0	0	0	3520	0	0	14403	0	0	0	0	0	23529	0	0	0	0	0	49385	0	0	0	0	0	0	0	4192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83279	0	0	0	0	0	0	0	0	0
Citrobacter koseri	0	0	0	0	0	0	0	0	0	32921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106902	0	0	0	0	0	0	0
Klebsiella quasipneumoniae	0	0	0	0	0	0	0	0	0	17134	0	0	0	0	0	0	0	0	0	0	0	0	159792	0	34302	7125	0	0	0	1551	0	0	0	0	0	0	0	25778	479737	0	0	0	0	0	0	11169	0	0	0	0	0	0	0	0	0	0	0	0	0	1741	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13506	0	0	0	0	0	0	0	0	0	0	0	298866	0	0	0	0	0	0	0	10098	0	0	0	0	0
Faecalicoccus pleomorphus	0	0	0	0	0	0	0	0	0	10891	0	0	0	41002	25773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2641	0	0	592403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104496	0	0	0	0	0	0	0	0
Lachnoclostridium sp. An131	0	0	0	0	0	0	0	0	0	10433	0	0	1168	0	165	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	7125	0	0	0	7236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11442	0	0	0	0	0	0	0	0	0	14012	0	0	0	0	0	0	0	0	0	0	0	0	1228	7538	0	0	489	21348	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus johnsonii	0	0	0	0	0	0	0	0	0	10284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella oxytoca	0	0	0	0	0	0	0	0	0	4081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. S6-Spd3	0	0	0	0	0	0	0	0	0	2815	738	0	0	0	0	0	0	0	0	0	0	0	724	0	0	0	0	0	0	0	0	0	696	0	0	0	0	2514	0	0	1224	0	0	0	0	0	0	0	0	0	0	560	0	7059	314	0	0	0	18782	0	1136	12515	0	0	0	0	0	0	458	0	0	31294	0	0	0	0	0	0	4346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1235	0	0	0	0	0
Limosilactobacillus vaginalis	0	0	0	0	0	0	0	0	0	1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limosilactobacillus oris	0	0	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
