index	cluster95	Domain	phylum	class	order	family	genus	species	subspecies	Label
2603001001	2603	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter chengduensis	001001	Enterobacter chengduensis 001001
2603001002	2603	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter chengduensis	001002	Enterobacter chengduensis 001002
2604001001	2604	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_A	Enterococcus_A gilvus	001001	Enterococcus_A gilvus 001001
2606001001	2606	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	CAG-354 sp900553015	001001	CAG-354 sp900553015 001001
2607001001	2607	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1279	UMGS1279 sp900550315	001001	UMGS1279 sp900550315 001001
2610001001	2610	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Gabonibacter	Gabonibacter massiliensis	001001	Gabonibacter massiliensis 001001
2613001005	2613	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P	Clostridium_P perfringens	001005	Clostridium_P perfringens 001005
2613001003	2613	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P	Clostridium_P perfringens	001003	Clostridium_P perfringens 001003
2615001003	2615	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus sp003472385	001003	Duodenibacillus sp003472385 001003
2621001002	2621	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003507295	001002	CAG-115 sp003507295 001002
2623001001	2623	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UC5-1-2E3	UC5-1-2E3 sp001304875	001001	UC5-1-2E3 sp001304875 001001
2623001002	2623	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UC5-1-2E3	UC5-1-2E3 sp001304875	001002	UC5-1-2E3 sp001304875 001002
2624001002	2624	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900549055	001002	UBA737 sp900549055 001002
2626001003	2626	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp000435675	001003	CAG-1427 sp000435675 001003
2626001002	2626	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp000435675	001002	CAG-1427 sp000435675 001002
2629001002	2629	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp900545175	001002	CAG-882 sp900545175 001002
2629001001	2629	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp900545175	001001	CAG-882 sp900545175 001001
2631001001	2631	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus petauri	001001	Lactococcus petauri 001001
2632001001	2632	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania sp900120005	001001	Holdemania sp900120005 001001
2632001002	2632	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania sp900120005	001002	Holdemania sp900120005 001002
2633001001	2633	Bacteria	Firmicutes	Bacilli	RF39	CAG-433	CAG-433	CAG-433 sp000433675	001001	CAG-433 sp000433675 001001
2636001001	2636	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella jejuni	001001	Prevotella jejuni 001001
2639001002	2639	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900548585	001002	Prevotella sp900548585 001002
2653001001	2653	Bacteria	Firmicutes_A	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium limosum	001001	Eubacterium limosum 001001
2657001002	2657	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	Allisonella histaminiformans	001002	Allisonella histaminiformans 001002
2657001001	2657	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	Allisonella histaminiformans	001001	Allisonella histaminiformans 001001
2658001001	2658	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	Parasutterella sp900552195	001001	Parasutterella sp900552195 001001
2659001001	2659	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia		001001	Rothia 001001
2664001001	2664	Bacteria	Firmicutes	Bacilli	RF39	CAG-1000	CAG-460	CAG-460 sp000438075	001001	CAG-460 sp000438075 001001
2665001001	2665	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii_A	001001	Peptostreptococcus russellii_A 001001
2669001001	2669	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1474	UMGS1474 sp900547105	001001	UMGS1474 sp900547105 001001
2673001002	2673	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp900539775	001002	Eubacterium_R sp900539775 001002
2674001001	2674	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter mori	001001	Enterobacter mori 001001
2676001002	2676	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera stantonii	001002	Megasphaera stantonii 001002
2676001001	2676	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera stantonii	001001	Megasphaera stantonii 001001
2678001001	2678	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	001001	Lactobacillus iners 001001
2679001001	2679	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella oris	001001	Prevotella oris 001001
2683001001	2683	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter sp900543035	001001	Merdibacter sp900543035 001001
2684001001	2684	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus macedonicus	001001	Streptococcus macedonicus 001001
2685001001	2685	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia mucilaginosa_A	001001	Rothia mucilaginosa_A 001001
2688001001	2688	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000411415	001001	Pauljensenia sp000411415 001001
2691001002	2691	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae_J	001002	Enterobacter cloacae_J 001002
2691001001	2691	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae_J	001001	Enterobacter cloacae_J 001001
2693001001	2693	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Amulumruptor	Amulumruptor caecigallinarius	001001	Amulumruptor caecigallinarius 001001
2705001001	2705	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D parainfluenzae_K	001001	Haemophilus_D parainfluenzae_K 001001
2707001001	2707	Bacteria	Firmicutes	Bacilli	Haloplasmatales	Turicibacteraceae	Turicibacter	Turicibacter sanguinis	001001	Turicibacter sanguinis 001001
2708001001	2708	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	Zag1 sp000433095	001001	Zag1 sp000433095 001001
2714001002	2714	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	001002	Enorma massiliensis 001002
2714001001	2714	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis	001001	Enorma massiliensis 001001
2716001001	2716	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1668	UMGS1668 sp900553955	001001	UMGS1668 sp900553955 001001
2717001001	2717	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia ceftriaxoniphila	001001	Borkfalkia ceftriaxoniphila 001001
2718001002	2718	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	001002	Streptococcus gallolyticus 001002
2725001001	2725	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	001001	Streptococcus dysgalactiae 001001
2727001001	2727	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA1777	UBA1777 sp900549545	001001	UBA1777 sp900549545 001001
2738001001	2738	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia moorei	001001	Bulleidia moorei 001001
2742001001	2742	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp900319575	001001	Desulfovibrio sp900319575 001001
2743001003	2743	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UBA1685	UBA1685 sp002320595	001003	UBA1685 sp002320595 001003
2743001001	2743	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UBA1685	UBA1685 sp002320595	001001	UBA1685 sp002320595 001001
2744001001	2744	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella_A	Veillonella_A seminalis	001001	Veillonella_A seminalis 001001
2748001001	2748	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-145	CAG-145 sp900545135	001001	CAG-145 sp900545135 001001
2752001002	2752	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	001002	Streptococcus mutans 001002
2752001001	2752	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	001001	Streptococcus mutans 001001
2755001002	2755	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	QAMH01	QAMH01	QAMH01 sp900544245	001002	QAMH01 sp900544245 001002
2756001002	2756	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	UMGS1670	UMGS1670 sp900548595	001002	UMGS1670 sp900548595 001002
2756001003	2756	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	UMGS1670	UMGS1670 sp900548595	001003	UMGS1670 sp900548595 001003
2759001002	2759	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Granulicatella adiacens	001002	Granulicatella adiacens 001002
2759001001	2759	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	Granulicatella adiacens	001001	Granulicatella adiacens 001001
2763001001	2763	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enteroscipio	Enteroscipio rubneri	001001	Enteroscipio rubneri 001001
2764001001	2764	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp001679485	001001	Haemophilus_D sp001679485 001001
2766001001	2766	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D parainfluenzae_K	001001	Haemophilus_D parainfluenzae_K 001001
2768001001	2768	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	SFHK01	SFHK01 sp004556395	001001	SFHK01 sp004556395 001001
2769001001	2769	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	001001	Clostridium neonatale 001001
2776001002	2776	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_B	Olsenella_B sp000752675	001002	Olsenella_B sp000752675 001002
2776001001	2776	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_B	Olsenella_B sp000752675	001001	Olsenella_B sp000752675 001001
2781001001	2781	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11		001001	TF01-11 001001
2782001001	2782	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium		001001	Phascolarctobacterium 001001
2785001002	2785	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp003533405	001002	F23-B02 sp003533405 001002
2785001001	2785	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp003533405	001001	F23-B02 sp003533405 001001
2786001001	2786	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA7597	UBA7597 sp900542935	001001	UBA7597 sp900542935 001001
2787001001	2787	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	CAG-590 sp900552885	001001	CAG-590 sp900552885 001001
2789001002	2789	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Mesosutterella	Mesosutterella massiliensis	001002	Mesosutterella massiliensis 001002
2792001001	2792	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	QALS01		001001	QALS01 001001
2795001001	2795	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella morbillorum	001001	Gemella morbillorum 001001
2797001001	2797	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella pallens	001001	Prevotella pallens 001001
2802001001	2802	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D parainfluenzae	001001	Haemophilus_D parainfluenzae 001001
2804001001	2804	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900549755	001001	UBA737 sp900549755 001001
2805001001	2805	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus_A harei_A	001001	Peptoniphilus_A harei_A 001001
2815001001	2815	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Massilibacillaceae			001001	Massilibacillaceae 001001
2817001001	2817	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1826	UMGS1826 sp900555435	001001	UMGS1826 sp900555435 001001
2818001001	2818	Bacteria	Firmicutes	Bacilli	RF39	CAG-1000	CAG-460	CAG-460 sp900551525	001001	CAG-460 sp900551525 001001
2819001001	2819	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	UBA5394	UBA5394 sp003150565	001001	UBA5394 sp003150565 001001
2823001001	2823	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Rubneribacter	Rubneribacter badeniensis	001001	Rubneribacter badeniensis 001001
2825001001	2825	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp000432175	001001	CAG-115 sp000432175 001001
2828001002	2828	Bacteria	Firmicutes	Bacilli	RF39	CAG-611	CAG-611	CAG-611 sp000434175	001002	CAG-611 sp000434175 001002
2840001001	2840	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus obesiensis	001001	Anaerococcus obesiensis 001001
2845001002	2845	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS1865	UMGS1865 sp900547725	001002	UMGS1865 sp900547725 001002
2848001001	2848	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UCG-010		001001	UCG-010 001001
2848001002	2848	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UCG-010		001002	UCG-010 001002
2849001001	2849	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UMGS973	UMGS973 sp900547295	001001	UMGS973 sp900547295 001001
2852001001	2852	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	Senegalimassilia sp004135645	001001	Senegalimassilia sp004135645 001001
2855001002	2855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp002492595	001002	Muribaculum sp002492595 001002
2856001001	2856	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp900556535	001001	F23-B02 sp900556535 001001
2864001001	2864	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas_A	Porphyromonas_A somerae	001001	Porphyromonas_A somerae 001001
2880001001	2880	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella		001001	Prevotella 001001
2881001001	2881	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter portucalensis_A	001001	Citrobacter portucalensis_A 001001
2897001001	2897	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A sp900546005	001001	Alistipes_A sp900546005 001001
2902001001	2902	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_A	001001	Akkermansia muciniphila_A 001001
2908001001	2908	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus_A harei	001001	Peptoniphilus_A harei 001001
2913001002	2913	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis sp002998355	001002	Victivallis sp002998355 001002
2919001001	2919	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter_B	Citrobacter_B koseri	001001	Citrobacter_B koseri 001001
2927001001	2927	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Ezakiellaceae	Fenollaria	Fenollaria massiliensis	001001	Fenollaria massiliensis 001001
2935001001	2935	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella sp003458855	001001	Mitsuokella sp003458855 001001
2939001001	2939	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900540415	001001	Prevotella sp900540415 001001
2939001002	2939	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900540415	001002	Prevotella sp900540415 001002
2942001001	2942	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp900541505	001001	Mediterraneibacter sp900541505 001001
2942001002	2942	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp900541505	001002	Mediterraneibacter sp900541505 001002
2951001002	2951	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	CAG-475	CAG-475 sp900548005	001002	CAG-475 sp900548005 001002
2952001002	2952	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp001701135	001002	UBA7173 sp001701135 001002
2960001001	2960	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Finegoldia	Finegoldia magna_H	001001	Finegoldia magna_H 001001
2962001001	2962	Bacteria	Firmicutes	Bacilli	ML615J-28	CAG-313	CAG-313	CAG-313 sp900539265	001001	CAG-313 sp900539265 001001
2981001002	2981	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris	001002	Actinomyces oris 001002
2983001001	2983	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter		001001	Enterobacter 001001
2994001002	2994	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp900554205	001002	Acetatifactor sp900554205 001002
2999001002	2999	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio fairfieldensis	001002	Desulfovibrio fairfieldensis 001002
2999001001	2999	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio fairfieldensis	001001	Desulfovibrio fairfieldensis 001001
3013001001	3013	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A sp900541915	001001	Phascolarctobacterium_A sp900541915 001001
3018001001	3018	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae			001001	Ruminococcaceae 001001
3019001001	3019	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia_A	Slackia_A isoflavoniconvertens	001001	Slackia_A isoflavoniconvertens 001001
3022001002	3022	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900538805	001002	Dialister sp900538805 001002
3028001001	3028	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella sanguinis	001001	Gemella sanguinis 001001
3031001001	3031	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_A	Enterococcus_A avium	001001	Enterococcus_A avium 001001
3045001001	3045	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella massiliensis	001001	Parolsenella massiliensis 001001
3047001001	3047	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter hermannii	001001	Atlantibacter hermannii 001001
3049001001	3049	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS1865	UMGS1865 sp900547725	001001	UMGS1865 sp900547725 001001
3055001001	3055	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UBA11512	UBA11512 sp003522145	001001	UBA11512 sp003522145 001001
3055001002	3055	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UBA11512	UBA11512 sp003522145	001002	UBA11512 sp003522145 001002
3058001002	3058	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	001002	Lacticaseibacillus paracasei 001002
3062001001	3062	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp001815355	001001	Haemophilus_D sp001815355 001001
3080001001	3080	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium saccharogumia	001001	Erysipelatoclostridium saccharogumia 001001
3081001001	3081	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269		001001	CAG-269 001001
3083001001	3083	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS1225		001001	UMGS1225 001001
3084001002	3084	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900544495	001002	Prevotella sp900544495 001002
3086001001	3086	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio sp900548165	001001	Anaerovibrio sp900548165 001001
3103001001	3103	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	001001	Lactobacillus delbrueckii 001001
3108001001	3108	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	CAG-462	CAG-462 sp003489705	001001	CAG-462 sp003489705 001001
3128001001	3128	Bacteria	Firmicutes_B	Peptococcia	Peptococcales	Peptococcaceae	UMGS1590	UMGS1590 sp900552455	001001	UMGS1590 sp900552455 001001
3131001001	3131	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp000435675	001001	CAG-1427 sp000435675 001001
3134001002	3134	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp900545955	001002	UBA7173 sp900545955 001002
3134001001	3134	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp900545955	001001	UBA7173 sp900545955 001001
3135001002	3135	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae			001002	Ruminococcaceae 001002
3138001002	3138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	001002	Lactobacillus amylovorus 001002
3138001001	3138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	001001	Lactobacillus amylovorus 001001
3155001001	3155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	43-108	43-108 sp001915545	001001	43-108 sp001915545 001001
3158001002	3158	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio legallii	001002	Desulfovibrio legallii 001002
3165001001	3165	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031	CAG-1031 sp000431215	001001	CAG-1031 sp000431215 001001
3165001002	3165	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031	CAG-1031 sp000431215	001002	CAG-1031 sp000431215 001002
3173001002	3173	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata_C	001002	Leclercia adecarboxylata_C 001002
3174001001	3174	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia		001001	Akkermansia 001001
3182001001	3182	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	QALW01	QALW01	QALW01 sp900552055	001001	QALW01 sp900552055 001001
3186001001	3186	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp000437635	001001	CAG-521 sp000437635 001001
3189001001	3189	Bacteria	Firmicutes	Bacilli	RF39	CAG-822	CAG-878	CAG-878 sp000432255	001001	CAG-878 sp000432255 001001
3194001001	3194	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus sp000437815	001001	Acidaminococcus sp000437815 001001
3199001002	3199	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera_B	Megasphaera_B sp900538925	001002	Megasphaera_B sp900538925 001002
3199001001	3199	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera_B	Megasphaera_B sp900538925	001001	Megasphaera_B sp900538925 001001
3203001001	3203	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp000437495	001001	CAG-485 sp000437495 001001
3206001001	3206	Bacteria	Firmicutes	Bacilli	RFN20	CAG-449	CAG-449	CAG-449 sp900551385	001001	CAG-449 sp900551385 001001
