Value	Feature	test_study	data_type	random_state
25	1316001001	ThomasAM_2018a	subspecies	508
4	1316001002	ThomasAM_2018a	subspecies	508
4	1321001001	ThomasAM_2018a	subspecies	508
0	1329001002	ThomasAM_2018a	subspecies	508
7	1332001001	ThomasAM_2018a	subspecies	508
2	1347001001	ThomasAM_2018a	subspecies	508
1	1347001002	ThomasAM_2018a	subspecies	508
77	1349001001	ThomasAM_2018a	subspecies	508
3	1351001001	ThomasAM_2018a	subspecies	508
35	1351001002	ThomasAM_2018a	subspecies	508
3	1351001003	ThomasAM_2018a	subspecies	508
12	1352001004	ThomasAM_2018a	subspecies	508
0	1353001001	ThomasAM_2018a	subspecies	508
0	1353001002	ThomasAM_2018a	subspecies	508
7	1354001001	ThomasAM_2018a	subspecies	508
5	1354001002	ThomasAM_2018a	subspecies	508
5	1354001003	ThomasAM_2018a	subspecies	508
64	1354001004	ThomasAM_2018a	subspecies	508
20	1355001002	ThomasAM_2018a	subspecies	508
0	1358001001	ThomasAM_2018a	subspecies	508
0	1362001002	ThomasAM_2018a	subspecies	508
0	1362001003	ThomasAM_2018a	subspecies	508
0	1362001004	ThomasAM_2018a	subspecies	508
5	1363001001	ThomasAM_2018a	subspecies	508
1	1366001002	ThomasAM_2018a	subspecies	508
1	1370001001	ThomasAM_2018a	subspecies	508
1	1371001001	ThomasAM_2018a	subspecies	508
33	1383001002	ThomasAM_2018a	subspecies	508
2	1384001001	ThomasAM_2018a	subspecies	508
0	1387001001	ThomasAM_2018a	subspecies	508
0	1387001002	ThomasAM_2018a	subspecies	508
1	1388001001	ThomasAM_2018a	subspecies	508
5	1389001001	ThomasAM_2018a	subspecies	508
8	1390001001	ThomasAM_2018a	subspecies	508
2	1393001001	ThomasAM_2018a	subspecies	508
1	1397001001	ThomasAM_2018a	subspecies	508
0	1397001002	ThomasAM_2018a	subspecies	508
2	1409001001	ThomasAM_2018a	subspecies	508
0	1411001001	ThomasAM_2018a	subspecies	508
2	1421001001	ThomasAM_2018a	subspecies	508
75	1422001002	ThomasAM_2018a	subspecies	508
1	1426001003	ThomasAM_2018a	subspecies	508
1	1430001001	ThomasAM_2018a	subspecies	508
3	1437001001	ThomasAM_2018a	subspecies	508
3	1445001001	ThomasAM_2018a	subspecies	508
3	1450001001	ThomasAM_2018a	subspecies	508
4	1452001001	ThomasAM_2018a	subspecies	508
6	1452001002	ThomasAM_2018a	subspecies	508
5	1455001002	ThomasAM_2018a	subspecies	508
2	1457001001	ThomasAM_2018a	subspecies	508
5	1460001001	ThomasAM_2018a	subspecies	508
10	1461001001	ThomasAM_2018a	subspecies	508
1	1467001001	ThomasAM_2018a	subspecies	508
0	1467001002	ThomasAM_2018a	subspecies	508
0	1467001003	ThomasAM_2018a	subspecies	508
0	1468001001	ThomasAM_2018a	subspecies	508
52	1471001001	ThomasAM_2018a	subspecies	508
0	1473001001	ThomasAM_2018a	subspecies	508
0	1479001001	ThomasAM_2018a	subspecies	508
6	1479001002	ThomasAM_2018a	subspecies	508
0	1480001001	ThomasAM_2018a	subspecies	508
0	1483001002	ThomasAM_2018a	subspecies	508
3	1489001001	ThomasAM_2018a	subspecies	508
14	1489001002	ThomasAM_2018a	subspecies	508
1	1493001001	ThomasAM_2018a	subspecies	508
0	1493001002	ThomasAM_2018a	subspecies	508
1	1494001001	ThomasAM_2018a	subspecies	508
2	1494001002	ThomasAM_2018a	subspecies	508
12	1495001001	ThomasAM_2018a	subspecies	508
8	1495001002	ThomasAM_2018a	subspecies	508
0	1498001004	ThomasAM_2018a	subspecies	508
18	1499001001	ThomasAM_2018a	subspecies	508
0	1500001001	ThomasAM_2018a	subspecies	508
12	1501001001	ThomasAM_2018a	subspecies	508
29	1502001001	ThomasAM_2018a	subspecies	508
17	1506001001	ThomasAM_2018a	subspecies	508
12	1506001002	ThomasAM_2018a	subspecies	508
9	1508001001	ThomasAM_2018a	subspecies	508
5	1510001001	ThomasAM_2018a	subspecies	508
10	1514001001	ThomasAM_2018a	subspecies	508
0	1519001001	ThomasAM_2018a	subspecies	508
43	1520001001	ThomasAM_2018a	subspecies	508
1	1522001001	ThomasAM_2018a	subspecies	508
2	1529001001	ThomasAM_2018a	subspecies	508
0	1530001001	ThomasAM_2018a	subspecies	508
52	1532001002	ThomasAM_2018a	subspecies	508
19	1536001001	ThomasAM_2018a	subspecies	508
65	1537001001	ThomasAM_2018a	subspecies	508
0	1554001002	ThomasAM_2018a	subspecies	508
5	1554001003	ThomasAM_2018a	subspecies	508
21	1557001001	ThomasAM_2018a	subspecies	508
4	1557001002	ThomasAM_2018a	subspecies	508
0	1560001002	ThomasAM_2018a	subspecies	508
2	1564001001	ThomasAM_2018a	subspecies	508
15	1565001001	ThomasAM_2018a	subspecies	508
0	1568001002	ThomasAM_2018a	subspecies	508
4	1570001002	ThomasAM_2018a	subspecies	508
0	1571001001	ThomasAM_2018a	subspecies	508
14	1571001002	ThomasAM_2018a	subspecies	508
0	1573001001	ThomasAM_2018a	subspecies	508
16	1575001001	ThomasAM_2018a	subspecies	508
0	1580001001	ThomasAM_2018a	subspecies	508
1	1580001002	ThomasAM_2018a	subspecies	508
0	1589001001	ThomasAM_2018a	subspecies	508
1	1590001002	ThomasAM_2018a	subspecies	508
4	1591001001	ThomasAM_2018a	subspecies	508
35	1592001001	ThomasAM_2018a	subspecies	508
3	1593001001	ThomasAM_2018a	subspecies	508
1	1596001001	ThomasAM_2018a	subspecies	508
0	1602001001	ThomasAM_2018a	subspecies	508
0	1609001001	ThomasAM_2018a	subspecies	508
1	1612001001	ThomasAM_2018a	subspecies	508
4	1612001002	ThomasAM_2018a	subspecies	508
2	1625001001	ThomasAM_2018a	subspecies	508
1	1630001001	ThomasAM_2018a	subspecies	508
2	1631001001	ThomasAM_2018a	subspecies	508
0	1634001001	ThomasAM_2018a	subspecies	508
2	1635001001	ThomasAM_2018a	subspecies	508
2	1641001001	ThomasAM_2018a	subspecies	508
4	1643001001	ThomasAM_2018a	subspecies	508
28	1649001001	ThomasAM_2018a	subspecies	508
50	1652001001	ThomasAM_2018a	subspecies	508
25	1660001001	ThomasAM_2018a	subspecies	508
5	1662001002	ThomasAM_2018a	subspecies	508
0	1663001001	ThomasAM_2018a	subspecies	508
4	1667001001	ThomasAM_2018a	subspecies	508
1	1671001002	ThomasAM_2018a	subspecies	508
5	1674001001	ThomasAM_2018a	subspecies	508
3	1674001002	ThomasAM_2018a	subspecies	508
7	1679001001	ThomasAM_2018a	subspecies	508
1	1680001001	ThomasAM_2018a	subspecies	508
61	1681001001	ThomasAM_2018a	subspecies	508
0	1697001001	ThomasAM_2018a	subspecies	508
1	1698001001	ThomasAM_2018a	subspecies	508
4	1703001001	ThomasAM_2018a	subspecies	508
1	1703001002	ThomasAM_2018a	subspecies	508
4	1707001001	ThomasAM_2018a	subspecies	508
1	1707001002	ThomasAM_2018a	subspecies	508
1	1708001002	ThomasAM_2018a	subspecies	508
0	1714001001	ThomasAM_2018a	subspecies	508
0	1714001002	ThomasAM_2018a	subspecies	508
24	1718001001	ThomasAM_2018a	subspecies	508
0	1722001003	ThomasAM_2018a	subspecies	508
0	1727001001	ThomasAM_2018a	subspecies	508
2	1733001001	ThomasAM_2018a	subspecies	508
0	1736001001	ThomasAM_2018a	subspecies	508
0	1737001001	ThomasAM_2018a	subspecies	508
16	1744001001	ThomasAM_2018a	subspecies	508
0	1749001001	ThomasAM_2018a	subspecies	508
6	1749001003	ThomasAM_2018a	subspecies	508
3	1749001005	ThomasAM_2018a	subspecies	508
4	1750001001	ThomasAM_2018a	subspecies	508
0	1752001001	ThomasAM_2018a	subspecies	508
2	1758001001	ThomasAM_2018a	subspecies	508
7	1759001003	ThomasAM_2018a	subspecies	508
0	1760001001	ThomasAM_2018a	subspecies	508
0	1769001001	ThomasAM_2018a	subspecies	508
0	1776001001	ThomasAM_2018a	subspecies	508
2	1778001003	ThomasAM_2018a	subspecies	508
7	1779001001	ThomasAM_2018a	subspecies	508
0	1780001001	ThomasAM_2018a	subspecies	508
2	1782001001	ThomasAM_2018a	subspecies	508
2	1784001002	ThomasAM_2018a	subspecies	508
6	1793001001	ThomasAM_2018a	subspecies	508
11	1793001002	ThomasAM_2018a	subspecies	508
15	1794001001	ThomasAM_2018a	subspecies	508
0	1795001001	ThomasAM_2018a	subspecies	508
7	1796001001	ThomasAM_2018a	subspecies	508
0	1801001001	ThomasAM_2018a	subspecies	508
1	1802001001	ThomasAM_2018a	subspecies	508
1	1804001001	ThomasAM_2018a	subspecies	508
7	1809001001	ThomasAM_2018a	subspecies	508
18	1812001001	ThomasAM_2018a	subspecies	508
4	1814001001	ThomasAM_2018a	subspecies	508
0	1817001001	ThomasAM_2018a	subspecies	508
5	1819001001	ThomasAM_2018a	subspecies	508
7	1821001001	ThomasAM_2018a	subspecies	508
2	1825001002	ThomasAM_2018a	subspecies	508
1	1829001001	ThomasAM_2018a	subspecies	508
10	1837001001	ThomasAM_2018a	subspecies	508
25	1839001001	ThomasAM_2018a	subspecies	508
0	1841001001	ThomasAM_2018a	subspecies	508
36	1843001001	ThomasAM_2018a	subspecies	508
16	1844001001	ThomasAM_2018a	subspecies	508
1	1846001001	ThomasAM_2018a	subspecies	508
1	1849001001	ThomasAM_2018a	subspecies	508
10	1855001001	ThomasAM_2018a	subspecies	508
3	1864001002	ThomasAM_2018a	subspecies	508
7	1869001001	ThomasAM_2018a	subspecies	508
5	1870001001	ThomasAM_2018a	subspecies	508
2	1871001001	ThomasAM_2018a	subspecies	508
13	1875001001	ThomasAM_2018a	subspecies	508
5	1875001002	ThomasAM_2018a	subspecies	508
3	1877001001	ThomasAM_2018a	subspecies	508
15	1878001001	ThomasAM_2018a	subspecies	508
23	1880001001	ThomasAM_2018a	subspecies	508
2	1901001001	ThomasAM_2018a	subspecies	508
4	1903001001	ThomasAM_2018a	subspecies	508
0	1905001001	ThomasAM_2018a	subspecies	508
9	1907001001	ThomasAM_2018a	subspecies	508
47	1908001002	ThomasAM_2018a	subspecies	508
19	1908001003	ThomasAM_2018a	subspecies	508
0	1910001001	ThomasAM_2018a	subspecies	508
8	1914001001	ThomasAM_2018a	subspecies	508
0	1914001002	ThomasAM_2018a	subspecies	508
0	1918001002	ThomasAM_2018a	subspecies	508
78	1923001001	ThomasAM_2018a	subspecies	508
4	1924001001	ThomasAM_2018a	subspecies	508
0	1933001001	ThomasAM_2018a	subspecies	508
0	1935001001	ThomasAM_2018a	subspecies	508
5	1935001002	ThomasAM_2018a	subspecies	508
0	1939001001	ThomasAM_2018a	subspecies	508
0	1945001001	ThomasAM_2018a	subspecies	508
2	1950001001	ThomasAM_2018a	subspecies	508
0	1953001001	ThomasAM_2018a	subspecies	508
0	1959001001	ThomasAM_2018a	subspecies	508
65	1961001001	ThomasAM_2018a	subspecies	508
3	1976001002	ThomasAM_2018a	subspecies	508
6	1987001002	ThomasAM_2018a	subspecies	508
1	1993001001	ThomasAM_2018a	subspecies	508
4	2000001001	ThomasAM_2018a	subspecies	508
0	2001001001	ThomasAM_2018a	subspecies	508
1	2002001001	ThomasAM_2018a	subspecies	508
2	2009001001	ThomasAM_2018a	subspecies	508
0	2022001001	ThomasAM_2018a	subspecies	508
2	2031001002	ThomasAM_2018a	subspecies	508
0	2040001001	ThomasAM_2018a	subspecies	508
0	2044001001	ThomasAM_2018a	subspecies	508
12	2050001004	ThomasAM_2018a	subspecies	508
45	2069001001	ThomasAM_2018a	subspecies	508
0	2075001001	ThomasAM_2018a	subspecies	508
20	2077001001	ThomasAM_2018a	subspecies	508
13	2086001001	ThomasAM_2018a	subspecies	508
1	2087001001	ThomasAM_2018a	subspecies	508
4	2089001004	ThomasAM_2018a	subspecies	508
0	2091001001	ThomasAM_2018a	subspecies	508
3	2102001001	ThomasAM_2018a	subspecies	508
24	2105001001	ThomasAM_2018a	subspecies	508
4	2107001001	ThomasAM_2018a	subspecies	508
0	2108001001	ThomasAM_2018a	subspecies	508
7	2110001003	ThomasAM_2018a	subspecies	508
55	2116001001	ThomasAM_2018a	subspecies	508
2	2149001001	ThomasAM_2018a	subspecies	508
2	2150001001	ThomasAM_2018a	subspecies	508
12	2165001001	ThomasAM_2018a	subspecies	508
24	2184001001	ThomasAM_2018a	subspecies	508
8	2185001001	ThomasAM_2018a	subspecies	508
0	2193001001	ThomasAM_2018a	subspecies	508
0	2201001001	ThomasAM_2018a	subspecies	508
4	2212001001	ThomasAM_2018a	subspecies	508
0	2214001001	ThomasAM_2018a	subspecies	508
2	2218001001	ThomasAM_2018a	subspecies	508
6	2222001001	ThomasAM_2018a	subspecies	508
53	2229001001	ThomasAM_2018a	subspecies	508
0	2234001001	ThomasAM_2018a	subspecies	508
67	2239001001	ThomasAM_2018a	subspecies	508
124	2239001002	ThomasAM_2018a	subspecies	508
0	2241001001	ThomasAM_2018a	subspecies	508
0	2249001001	ThomasAM_2018a	subspecies	508
20	2273001001	ThomasAM_2018a	subspecies	508
0	2276001001	ThomasAM_2018a	subspecies	508
0	2291001003	ThomasAM_2018a	subspecies	508
0	2297001001	ThomasAM_2018a	subspecies	508
17	2312001002	ThomasAM_2018a	subspecies	508
9	2321001001	ThomasAM_2018a	subspecies	508
0	2325001001	ThomasAM_2018a	subspecies	508
6	2330001001	ThomasAM_2018a	subspecies	508
1	2337001001	ThomasAM_2018a	subspecies	508
10	2386001001	ThomasAM_2018a	subspecies	508
39	2390001001	ThomasAM_2018a	subspecies	508
25	2390001002	ThomasAM_2018a	subspecies	508
3	2390001003	ThomasAM_2018a	subspecies	508
0	2392001001	ThomasAM_2018a	subspecies	508
3	2394001001	ThomasAM_2018a	subspecies	508
0	2402001001	ThomasAM_2018a	subspecies	508
0	2414001001	ThomasAM_2018a	subspecies	508
1	2421001001	ThomasAM_2018a	subspecies	508
0	2426001001	ThomasAM_2018a	subspecies	508
3	2440001001	ThomasAM_2018a	subspecies	508
0	2449001001	ThomasAM_2018a	subspecies	508
114	2455001001	ThomasAM_2018a	subspecies	508
0	2457001001	ThomasAM_2018a	subspecies	508
20	2496001001	ThomasAM_2018a	subspecies	508
1	2497001002	ThomasAM_2018a	subspecies	508
0	2499001001	ThomasAM_2018a	subspecies	508
0	2499001002	ThomasAM_2018a	subspecies	508
0	2501001001	ThomasAM_2018a	subspecies	508
25	2501001002	ThomasAM_2018a	subspecies	508
0	2508001001	ThomasAM_2018a	subspecies	508
0	2519001001	ThomasAM_2018a	subspecies	508
0	2519001002	ThomasAM_2018a	subspecies	508
1	2526001001	ThomasAM_2018a	subspecies	508
27	2536001001	ThomasAM_2018a	subspecies	508
10	2546001001	ThomasAM_2018a	subspecies	508
3	2569001001	ThomasAM_2018a	subspecies	508
0	2610001001	ThomasAM_2018a	subspecies	508
3	2624001002	ThomasAM_2018a	subspecies	508
0	2626001003	ThomasAM_2018a	subspecies	508
0	2629001001	ThomasAM_2018a	subspecies	508
9	2629001002	ThomasAM_2018a	subspecies	508
0	2632001001	ThomasAM_2018a	subspecies	508
0	2632001002	ThomasAM_2018a	subspecies	508
2	2657001001	ThomasAM_2018a	subspecies	508
3	2657001002	ThomasAM_2018a	subspecies	508
4	2658001001	ThomasAM_2018a	subspecies	508
0	2684001001	ThomasAM_2018a	subspecies	508
6	2685001001	ThomasAM_2018a	subspecies	508
0	2688001001	ThomasAM_2018a	subspecies	508
0	2705001001	ThomasAM_2018a	subspecies	508
91	2738001001	ThomasAM_2018a	subspecies	508
4	2756001002	ThomasAM_2018a	subspecies	508
1	2759001001	ThomasAM_2018a	subspecies	508
29	2764001001	ThomasAM_2018a	subspecies	508
20	2766001001	ThomasAM_2018a	subspecies	508
0	2782001001	ThomasAM_2018a	subspecies	508
3	2785001002	ThomasAM_2018a	subspecies	508
0	2787001001	ThomasAM_2018a	subspecies	508
5	2792001001	ThomasAM_2018a	subspecies	508
181	2795001001	ThomasAM_2018a	subspecies	508
19	2802001001	ThomasAM_2018a	subspecies	508
10	2804001001	ThomasAM_2018a	subspecies	508
0	2819001001	ThomasAM_2018a	subspecies	508
1	2848001001	ThomasAM_2018a	subspecies	508
1	2855001002	ThomasAM_2018a	subspecies	508
0	2856001001	ThomasAM_2018a	subspecies	508
0	2897001001	ThomasAM_2018a	subspecies	508
1	2902001001	ThomasAM_2018a	subspecies	508
1	2913001002	ThomasAM_2018a	subspecies	508
1	2919001001	ThomasAM_2018a	subspecies	508
2	2939001001	ThomasAM_2018a	subspecies	508
0	2942001001	ThomasAM_2018a	subspecies	508
0	2994001002	ThomasAM_2018a	subspecies	508
2	3018001001	ThomasAM_2018a	subspecies	508
0	3019001001	ThomasAM_2018a	subspecies	508
7	3028001001	ThomasAM_2018a	subspecies	508
0	3062001001	ThomasAM_2018a	subspecies	508
0	3080001001	ThomasAM_2018a	subspecies	508
2	3108001001	ThomasAM_2018a	subspecies	508
5	3131001001	ThomasAM_2018a	subspecies	508
9	3174001001	ThomasAM_2018a	subspecies	508
0	3224001001	ThomasAM_2018a	subspecies	508
0	3259001001	ThomasAM_2018a	subspecies	508
4	3274001002	ThomasAM_2018a	subspecies	508
29	3301001001	ThomasAM_2018a	subspecies	508
0	3357001001	ThomasAM_2018a	subspecies	508
17	3406001001	ThomasAM_2018a	subspecies	508
0	3415001002	ThomasAM_2018a	subspecies	508
1	3576001001	ThomasAM_2018a	subspecies	508
0	3610001001	ThomasAM_2018a	subspecies	508
1	3689001001	ThomasAM_2018a	subspecies	508
263	3712001001	ThomasAM_2018a	subspecies	508
0	3806001002	ThomasAM_2018a	subspecies	508
2	3859001001	ThomasAM_2018a	subspecies	508
0	3919001001	ThomasAM_2018a	subspecies	508
6	4055001002	ThomasAM_2018a	subspecies	508
14	4065001001	ThomasAM_2018a	subspecies	508
29	4088001001	ThomasAM_2018a	subspecies	508
0	4112001001	ThomasAM_2018a	subspecies	508
0	4193001001	ThomasAM_2018a	subspecies	508
0	4476001001	ThomasAM_2018a	subspecies	508
40	4587001001	ThomasAM_2018a	subspecies	508
0	4664001002	ThomasAM_2018a	subspecies	508
3	0001001001	ThomasAM_2018a	subspecies	251
19	0001001002	ThomasAM_2018a	subspecies	251
54	0001001005	ThomasAM_2018a	subspecies	251
10	0002001001	ThomasAM_2018a	subspecies	251
4	0002001003	ThomasAM_2018a	subspecies	251
5	0002001005	ThomasAM_2018a	subspecies	251
27	0002001008	ThomasAM_2018a	subspecies	251
20	0002001009	ThomasAM_2018a	subspecies	251
3	0002001010	ThomasAM_2018a	subspecies	251
2	0002001013	ThomasAM_2018a	subspecies	251
23	0003001002	ThomasAM_2018a	subspecies	251
2	0003001003	ThomasAM_2018a	subspecies	251
35	0004001001	ThomasAM_2018a	subspecies	251
11	0004001002	ThomasAM_2018a	subspecies	251
6	0004001004	ThomasAM_2018a	subspecies	251
5	0005001001	ThomasAM_2018a	subspecies	251
5	0005001002	ThomasAM_2018a	subspecies	251
6	0006001001	ThomasAM_2018a	subspecies	251
4	0006001002	ThomasAM_2018a	subspecies	251
6	0006001004	ThomasAM_2018a	subspecies	251
0	0006001007	ThomasAM_2018a	subspecies	251
43	0006001008	ThomasAM_2018a	subspecies	251
17	0008001001	ThomasAM_2018a	subspecies	251
8	0009001001	ThomasAM_2018a	subspecies	251
1	0009001002	ThomasAM_2018a	subspecies	251
1	0011001001	ThomasAM_2018a	subspecies	251
41	0011001005	ThomasAM_2018a	subspecies	251
22	0013001001	ThomasAM_2018a	subspecies	251
0	0013001002	ThomasAM_2018a	subspecies	251
2	0013001003	ThomasAM_2018a	subspecies	251
12	0014001001	ThomasAM_2018a	subspecies	251
3	0018001001	ThomasAM_2018a	subspecies	251
1	0018001002	ThomasAM_2018a	subspecies	251
3	0018001003	ThomasAM_2018a	subspecies	251
2	0018001004	ThomasAM_2018a	subspecies	251
0	0019001001	ThomasAM_2018a	subspecies	251
1	0020001001	ThomasAM_2018a	subspecies	251
12	0020001003	ThomasAM_2018a	subspecies	251
5	0020001006	ThomasAM_2018a	subspecies	251
1	0023001001	ThomasAM_2018a	subspecies	251
14	0023001002	ThomasAM_2018a	subspecies	251
0	0024001003	ThomasAM_2018a	subspecies	251
5	0024001004	ThomasAM_2018a	subspecies	251
10	0024001015	ThomasAM_2018a	subspecies	251
0	0027001001	ThomasAM_2018a	subspecies	251
6	0027001003	ThomasAM_2018a	subspecies	251
0	0029001001	ThomasAM_2018a	subspecies	251
12	0030001003	ThomasAM_2018a	subspecies	251
10	0030001004	ThomasAM_2018a	subspecies	251
11	0030001006	ThomasAM_2018a	subspecies	251
14	0030001007	ThomasAM_2018a	subspecies	251
61	0030001009	ThomasAM_2018a	subspecies	251
0	0030001010	ThomasAM_2018a	subspecies	251
85	0030001011	ThomasAM_2018a	subspecies	251
2	0031001001	ThomasAM_2018a	subspecies	251
3	0031001002	ThomasAM_2018a	subspecies	251
1	0031001003	ThomasAM_2018a	subspecies	251
0	0033001001	ThomasAM_2018a	subspecies	251
1	0033001002	ThomasAM_2018a	subspecies	251
14	0033001004	ThomasAM_2018a	subspecies	251
82	0035001002	ThomasAM_2018a	subspecies	251
0	0036001001	ThomasAM_2018a	subspecies	251
8	0036001002	ThomasAM_2018a	subspecies	251
1	0036001004	ThomasAM_2018a	subspecies	251
7	0036001005	ThomasAM_2018a	subspecies	251
3	0037001001	ThomasAM_2018a	subspecies	251
31	0037001003	ThomasAM_2018a	subspecies	251
22	0038001001	ThomasAM_2018a	subspecies	251
0	0038001002	ThomasAM_2018a	subspecies	251
2	0038001003	ThomasAM_2018a	subspecies	251
0	0040001001	ThomasAM_2018a	subspecies	251
10	0040001002	ThomasAM_2018a	subspecies	251
10	0040001003	ThomasAM_2018a	subspecies	251
10	0041001001	ThomasAM_2018a	subspecies	251
16	0044001002	ThomasAM_2018a	subspecies	251
10	0045001001	ThomasAM_2018a	subspecies	251
103	0045001002	ThomasAM_2018a	subspecies	251
9	0045001003	ThomasAM_2018a	subspecies	251
1	0045001004	ThomasAM_2018a	subspecies	251
1	0046001001	ThomasAM_2018a	subspecies	251
1	0046001002	ThomasAM_2018a	subspecies	251
37	0046001003	ThomasAM_2018a	subspecies	251
9	0046001004	ThomasAM_2018a	subspecies	251
14	0047001001	ThomasAM_2018a	subspecies	251
6	0050001001	ThomasAM_2018a	subspecies	251
6	0051001001	ThomasAM_2018a	subspecies	251
11	0051001002	ThomasAM_2018a	subspecies	251
47	0052001001	ThomasAM_2018a	subspecies	251
2	0052001002	ThomasAM_2018a	subspecies	251
10	0053001001	ThomasAM_2018a	subspecies	251
0	0053001002	ThomasAM_2018a	subspecies	251
1	0055001001	ThomasAM_2018a	subspecies	251
16	0055001003	ThomasAM_2018a	subspecies	251
3	0056001001	ThomasAM_2018a	subspecies	251
1	0056001002	ThomasAM_2018a	subspecies	251
1	0057001001	ThomasAM_2018a	subspecies	251
41	0057001002	ThomasAM_2018a	subspecies	251
2	0057001003	ThomasAM_2018a	subspecies	251
5	0057001004	ThomasAM_2018a	subspecies	251
0	0058001002	ThomasAM_2018a	subspecies	251
2	0062001001	ThomasAM_2018a	subspecies	251
2	0062001002	ThomasAM_2018a	subspecies	251
15	0062001003	ThomasAM_2018a	subspecies	251
1	0064001001	ThomasAM_2018a	subspecies	251
13	0065001001	ThomasAM_2018a	subspecies	251
0	0065001005	ThomasAM_2018a	subspecies	251
2	0066001001	ThomasAM_2018a	subspecies	251
3	0066001002	ThomasAM_2018a	subspecies	251
3	0067001001	ThomasAM_2018a	subspecies	251
5	0068001001	ThomasAM_2018a	subspecies	251
3	0068001002	ThomasAM_2018a	subspecies	251
7	0068001003	ThomasAM_2018a	subspecies	251
13	0071001003	ThomasAM_2018a	subspecies	251
13	0072001002	ThomasAM_2018a	subspecies	251
2	0072001003	ThomasAM_2018a	subspecies	251
12	0072001004	ThomasAM_2018a	subspecies	251
11	0073001003	ThomasAM_2018a	subspecies	251
5	0076001001	ThomasAM_2018a	subspecies	251
16	0076001004	ThomasAM_2018a	subspecies	251
2	0079001001	ThomasAM_2018a	subspecies	251
0	0079001002	ThomasAM_2018a	subspecies	251
0	0079001003	ThomasAM_2018a	subspecies	251
0	0083001001	ThomasAM_2018a	subspecies	251
0	0083001002	ThomasAM_2018a	subspecies	251
0	0084001001	ThomasAM_2018a	subspecies	251
0	0084001002	ThomasAM_2018a	subspecies	251
38	0084001003	ThomasAM_2018a	subspecies	251
0	0084001005	ThomasAM_2018a	subspecies	251
8	0085001001	ThomasAM_2018a	subspecies	251
0	0086001001	ThomasAM_2018a	subspecies	251
16	0086001002	ThomasAM_2018a	subspecies	251
26	0088001001	ThomasAM_2018a	subspecies	251
0	0088001002	ThomasAM_2018a	subspecies	251
3	0088001003	ThomasAM_2018a	subspecies	251
14	0088001004	ThomasAM_2018a	subspecies	251
0	0088001005	ThomasAM_2018a	subspecies	251
6	0088001006	ThomasAM_2018a	subspecies	251
7	0089001002	ThomasAM_2018a	subspecies	251
1	0089001003	ThomasAM_2018a	subspecies	251
13	0092001002	ThomasAM_2018a	subspecies	251
8	0093001002	ThomasAM_2018a	subspecies	251
6	0093001003	ThomasAM_2018a	subspecies	251
5	0095001001	ThomasAM_2018a	subspecies	251
2	0095001002	ThomasAM_2018a	subspecies	251
1	0095001005	ThomasAM_2018a	subspecies	251
0	0097001001	ThomasAM_2018a	subspecies	251
5	0097001002	ThomasAM_2018a	subspecies	251
16	0099001001	ThomasAM_2018a	subspecies	251
1	0101001001	ThomasAM_2018a	subspecies	251
0	0101001003	ThomasAM_2018a	subspecies	251
19	0102001002	ThomasAM_2018a	subspecies	251
6	0103001001	ThomasAM_2018a	subspecies	251
42	0103001002	ThomasAM_2018a	subspecies	251
2	0103001003	ThomasAM_2018a	subspecies	251
4	0104001001	ThomasAM_2018a	subspecies	251
0	0104001002	ThomasAM_2018a	subspecies	251
26	0105001001	ThomasAM_2018a	subspecies	251
23	0105001002	ThomasAM_2018a	subspecies	251
63	0107001003	ThomasAM_2018a	subspecies	251
6	0108001002	ThomasAM_2018a	subspecies	251
7	0109001001	ThomasAM_2018a	subspecies	251
15	0109001002	ThomasAM_2018a	subspecies	251
7	0110001001	ThomasAM_2018a	subspecies	251
7	0110001002	ThomasAM_2018a	subspecies	251
44	0110001004	ThomasAM_2018a	subspecies	251
2	0111001001	ThomasAM_2018a	subspecies	251
3	0111001002	ThomasAM_2018a	subspecies	251
1	0113001001	ThomasAM_2018a	subspecies	251
9	0113001002	ThomasAM_2018a	subspecies	251
4	0113001003	ThomasAM_2018a	subspecies	251
1	0115001001	ThomasAM_2018a	subspecies	251
28	0115001002	ThomasAM_2018a	subspecies	251
36	0115001003	ThomasAM_2018a	subspecies	251
7	0116001001	ThomasAM_2018a	subspecies	251
3	0117001001	ThomasAM_2018a	subspecies	251
10	0119001001	ThomasAM_2018a	subspecies	251
9	0120001002	ThomasAM_2018a	subspecies	251
0	0120001003	ThomasAM_2018a	subspecies	251
8	0121001001	ThomasAM_2018a	subspecies	251
14	0121001002	ThomasAM_2018a	subspecies	251
0	0122001001	ThomasAM_2018a	subspecies	251
2	0122001002	ThomasAM_2018a	subspecies	251
2	0122001003	ThomasAM_2018a	subspecies	251
25	0124001001	ThomasAM_2018a	subspecies	251
150	0125001001	ThomasAM_2018a	subspecies	251
25	0125001002	ThomasAM_2018a	subspecies	251
0	0127001001	ThomasAM_2018a	subspecies	251
0	0127001002	ThomasAM_2018a	subspecies	251
1	0128001001	ThomasAM_2018a	subspecies	251
1	0128001002	ThomasAM_2018a	subspecies	251
21	0130001001	ThomasAM_2018a	subspecies	251
7	0130001002	ThomasAM_2018a	subspecies	251
3	0130001003	ThomasAM_2018a	subspecies	251
1	0131001001	ThomasAM_2018a	subspecies	251
1	0132001001	ThomasAM_2018a	subspecies	251
4	0132001002	ThomasAM_2018a	subspecies	251
5	0132001008	ThomasAM_2018a	subspecies	251
