Value	Feature	test_study	data_type	random_state
3	0003001003	WirbelJ_2018	subspecies	646
27	0004001001	WirbelJ_2018	subspecies	646
4	0004001002	WirbelJ_2018	subspecies	646
1	0004001004	WirbelJ_2018	subspecies	646
3	0005001001	WirbelJ_2018	subspecies	646
2	0005001002	WirbelJ_2018	subspecies	646
9	0006001001	WirbelJ_2018	subspecies	646
1	0006001002	WirbelJ_2018	subspecies	646
24	0006001004	WirbelJ_2018	subspecies	646
1	0006001007	WirbelJ_2018	subspecies	646
43	0006001008	WirbelJ_2018	subspecies	646
28	0008001001	WirbelJ_2018	subspecies	646
2	0009001001	WirbelJ_2018	subspecies	646
7	0009001002	WirbelJ_2018	subspecies	646
0	0011001001	WirbelJ_2018	subspecies	646
18	0011001005	WirbelJ_2018	subspecies	646
39	0013001001	WirbelJ_2018	subspecies	646
5	0013001002	WirbelJ_2018	subspecies	646
1	0013001003	WirbelJ_2018	subspecies	646
5	0014001001	WirbelJ_2018	subspecies	646
2	0018001001	WirbelJ_2018	subspecies	646
1	0018001002	WirbelJ_2018	subspecies	646
5	0018001003	WirbelJ_2018	subspecies	646
11	0018001004	WirbelJ_2018	subspecies	646
5	0019001001	WirbelJ_2018	subspecies	646
7	0020001001	WirbelJ_2018	subspecies	646
47	0020001003	WirbelJ_2018	subspecies	646
1	0020001006	WirbelJ_2018	subspecies	646
2	0023001001	WirbelJ_2018	subspecies	646
7	0023001002	WirbelJ_2018	subspecies	646
0	0024001003	WirbelJ_2018	subspecies	646
8	0024001004	WirbelJ_2018	subspecies	646
18	0024001015	WirbelJ_2018	subspecies	646
5	0027001001	WirbelJ_2018	subspecies	646
7	0027001003	WirbelJ_2018	subspecies	646
2	0029001001	WirbelJ_2018	subspecies	646
7	0030001003	WirbelJ_2018	subspecies	646
3	0030001004	WirbelJ_2018	subspecies	646
1	0030001006	WirbelJ_2018	subspecies	646
10	0030001007	WirbelJ_2018	subspecies	646
80	0030001009	WirbelJ_2018	subspecies	646
0	0030001010	WirbelJ_2018	subspecies	646
94	0030001011	WirbelJ_2018	subspecies	646
4	0031001001	WirbelJ_2018	subspecies	646
0	0031001002	WirbelJ_2018	subspecies	646
4	0031001003	WirbelJ_2018	subspecies	646
7	0033001001	WirbelJ_2018	subspecies	646
0	0033001002	WirbelJ_2018	subspecies	646
10	0033001004	WirbelJ_2018	subspecies	646
90	0035001002	WirbelJ_2018	subspecies	646
0	0036001001	WirbelJ_2018	subspecies	646
0	0036001002	WirbelJ_2018	subspecies	646
0	0036001004	WirbelJ_2018	subspecies	646
22	0036001005	WirbelJ_2018	subspecies	646
2	0037001001	WirbelJ_2018	subspecies	646
24	0037001003	WirbelJ_2018	subspecies	646
21	0038001001	WirbelJ_2018	subspecies	646
0	0038001002	WirbelJ_2018	subspecies	646
2	0038001003	WirbelJ_2018	subspecies	646
3	0040001001	WirbelJ_2018	subspecies	646
12	0040001002	WirbelJ_2018	subspecies	646
6	0040001003	WirbelJ_2018	subspecies	646
8	0041001001	WirbelJ_2018	subspecies	646
7	0044001002	WirbelJ_2018	subspecies	646
5	0045001001	WirbelJ_2018	subspecies	646
88	0045001002	WirbelJ_2018	subspecies	646
4	0045001003	WirbelJ_2018	subspecies	646
2	0045001004	WirbelJ_2018	subspecies	646
1	0046001001	WirbelJ_2018	subspecies	646
0	0046001002	WirbelJ_2018	subspecies	646
20	0046001003	WirbelJ_2018	subspecies	646
0	0046001004	WirbelJ_2018	subspecies	646
18	0047001001	WirbelJ_2018	subspecies	646
9	0050001001	WirbelJ_2018	subspecies	646
7	0051001001	WirbelJ_2018	subspecies	646
2	0051001002	WirbelJ_2018	subspecies	646
86	0052001001	WirbelJ_2018	subspecies	646
4	0052001002	WirbelJ_2018	subspecies	646
0	0053001001	WirbelJ_2018	subspecies	646
0	0053001002	WirbelJ_2018	subspecies	646
0	0055001001	WirbelJ_2018	subspecies	646
30	0055001003	WirbelJ_2018	subspecies	646
27	0056001001	WirbelJ_2018	subspecies	646
0	0056001002	WirbelJ_2018	subspecies	646
1	0057001001	WirbelJ_2018	subspecies	646
16	0057001002	WirbelJ_2018	subspecies	646
6	0057001003	WirbelJ_2018	subspecies	646
4	0057001004	WirbelJ_2018	subspecies	646
0	0058001002	WirbelJ_2018	subspecies	646
3	0062001001	WirbelJ_2018	subspecies	646
8	0062001002	WirbelJ_2018	subspecies	646
26	0062001003	WirbelJ_2018	subspecies	646
2	0064001001	WirbelJ_2018	subspecies	646
6	0065001001	WirbelJ_2018	subspecies	646
0	0065001005	WirbelJ_2018	subspecies	646
11	0066001001	WirbelJ_2018	subspecies	646
7	0066001002	WirbelJ_2018	subspecies	646
2	0067001001	WirbelJ_2018	subspecies	646
6	0068001001	WirbelJ_2018	subspecies	646
7	0068001002	WirbelJ_2018	subspecies	646
3	0068001003	WirbelJ_2018	subspecies	646
14	0071001003	WirbelJ_2018	subspecies	646
3	0072001002	WirbelJ_2018	subspecies	646
10	0072001003	WirbelJ_2018	subspecies	646
12	0072001004	WirbelJ_2018	subspecies	646
5	0073001003	WirbelJ_2018	subspecies	646
8	0076001001	WirbelJ_2018	subspecies	646
1	0076001004	WirbelJ_2018	subspecies	646
0	0079001001	WirbelJ_2018	subspecies	646
6	0079001002	WirbelJ_2018	subspecies	646
0	0079001003	WirbelJ_2018	subspecies	646
0	0083001001	WirbelJ_2018	subspecies	646
0	0083001002	WirbelJ_2018	subspecies	646
1	0084001001	WirbelJ_2018	subspecies	646
2	0084001002	WirbelJ_2018	subspecies	646
12	0084001003	WirbelJ_2018	subspecies	646
0	0084001005	WirbelJ_2018	subspecies	646
0	0085001001	WirbelJ_2018	subspecies	646
6	0086001001	WirbelJ_2018	subspecies	646
1	0086001002	WirbelJ_2018	subspecies	646
34	0088001001	WirbelJ_2018	subspecies	646
4	0088001003	WirbelJ_2018	subspecies	646
11	0088001004	WirbelJ_2018	subspecies	646
0	0088001006	WirbelJ_2018	subspecies	646
2	0089001002	WirbelJ_2018	subspecies	646
1	0089001003	WirbelJ_2018	subspecies	646
34	0092001002	WirbelJ_2018	subspecies	646
1	0093001002	WirbelJ_2018	subspecies	646
0	0093001003	WirbelJ_2018	subspecies	646
3	0095001001	WirbelJ_2018	subspecies	646
21	0095001002	WirbelJ_2018	subspecies	646
1	0095001005	WirbelJ_2018	subspecies	646
3	0097001001	WirbelJ_2018	subspecies	646
12	0097001002	WirbelJ_2018	subspecies	646
20	0099001001	WirbelJ_2018	subspecies	646
3	0101001001	WirbelJ_2018	subspecies	646
1	0101001003	WirbelJ_2018	subspecies	646
22	0102001002	WirbelJ_2018	subspecies	646
10	0103001001	WirbelJ_2018	subspecies	646
12	0103001002	WirbelJ_2018	subspecies	646
4	0103001003	WirbelJ_2018	subspecies	646
1	0104001001	WirbelJ_2018	subspecies	646
2	0104001002	WirbelJ_2018	subspecies	646
46	0105001001	WirbelJ_2018	subspecies	646
23	0105001002	WirbelJ_2018	subspecies	646
62	0107001003	WirbelJ_2018	subspecies	646
11	0108001002	WirbelJ_2018	subspecies	646
7	0109001001	WirbelJ_2018	subspecies	646
1	0109001002	WirbelJ_2018	subspecies	646
2	0110001001	WirbelJ_2018	subspecies	646
0	0110001002	WirbelJ_2018	subspecies	646
61	0110001004	WirbelJ_2018	subspecies	646
12	0111001001	WirbelJ_2018	subspecies	646
6	0111001002	WirbelJ_2018	subspecies	646
4	0113001001	WirbelJ_2018	subspecies	646
10	0113001002	WirbelJ_2018	subspecies	646
0	0113001003	WirbelJ_2018	subspecies	646
1	0115001001	WirbelJ_2018	subspecies	646
37	0115001002	WirbelJ_2018	subspecies	646
22	0115001003	WirbelJ_2018	subspecies	646
2	0116001001	WirbelJ_2018	subspecies	646
4	0117001001	WirbelJ_2018	subspecies	646
1	0119001001	WirbelJ_2018	subspecies	646
4	0120001002	WirbelJ_2018	subspecies	646
3	0120001003	WirbelJ_2018	subspecies	646
7	0121001001	WirbelJ_2018	subspecies	646
10	0121001002	WirbelJ_2018	subspecies	646
13	0122001001	WirbelJ_2018	subspecies	646
2	0122001002	WirbelJ_2018	subspecies	646
9	0122001003	WirbelJ_2018	subspecies	646
40	0124001001	WirbelJ_2018	subspecies	646
171	0125001001	WirbelJ_2018	subspecies	646
13	0125001002	WirbelJ_2018	subspecies	646
0	0127001001	WirbelJ_2018	subspecies	646
1	0127001002	WirbelJ_2018	subspecies	646
0	0128001001	WirbelJ_2018	subspecies	646
7	0128001002	WirbelJ_2018	subspecies	646
12	0130001001	WirbelJ_2018	subspecies	646
3	0130001002	WirbelJ_2018	subspecies	646
12	0130001003	WirbelJ_2018	subspecies	646
0	0131001001	WirbelJ_2018	subspecies	646
0	0132001001	WirbelJ_2018	subspecies	646
0	0132001002	WirbelJ_2018	subspecies	646
1	0132001008	WirbelJ_2018	subspecies	646
2	0133001001	WirbelJ_2018	subspecies	646
12	0134001001	WirbelJ_2018	subspecies	646
15	0134001002	WirbelJ_2018	subspecies	646
109	0134001003	WirbelJ_2018	subspecies	646
0	0135001001	WirbelJ_2018	subspecies	646
8	0136001001	WirbelJ_2018	subspecies	646
27	0136001002	WirbelJ_2018	subspecies	646
1	0136001004	WirbelJ_2018	subspecies	646
1	0139001001	WirbelJ_2018	subspecies	646
0	0139001003	WirbelJ_2018	subspecies	646
6	0140001001	WirbelJ_2018	subspecies	646
14	0141001001	WirbelJ_2018	subspecies	646
3	0143001001	WirbelJ_2018	subspecies	646
6	0144001001	WirbelJ_2018	subspecies	646
19	0144001003	WirbelJ_2018	subspecies	646
4	0146001001	WirbelJ_2018	subspecies	646
28	0146001002	WirbelJ_2018	subspecies	646
22	0148001001	WirbelJ_2018	subspecies	646
74	0150001001	WirbelJ_2018	subspecies	646
16	0151001002	WirbelJ_2018	subspecies	646
7	0153001002	WirbelJ_2018	subspecies	646
0	0153001003	WirbelJ_2018	subspecies	646
0	0153001004	WirbelJ_2018	subspecies	646
5	0154001001	WirbelJ_2018	subspecies	646
10	0154001002	WirbelJ_2018	subspecies	646
9	0156001001	WirbelJ_2018	subspecies	646
0	0157001001	WirbelJ_2018	subspecies	646
0	0157001002	WirbelJ_2018	subspecies	646
22	0157001003	WirbelJ_2018	subspecies	646
1	0158001001	WirbelJ_2018	subspecies	646
0	0158001002	WirbelJ_2018	subspecies	646
17	0160001001	WirbelJ_2018	subspecies	646
16	0160001002	WirbelJ_2018	subspecies	646
1	0161001001	WirbelJ_2018	subspecies	646
1	0161001002	WirbelJ_2018	subspecies	646
1	0161001003	WirbelJ_2018	subspecies	646
4	0162001001	WirbelJ_2018	subspecies	646
0	0163001004	WirbelJ_2018	subspecies	646
2	0163001005	WirbelJ_2018	subspecies	646
1	0163001006	WirbelJ_2018	subspecies	646
2	0170001003	WirbelJ_2018	subspecies	646
33	0170001004	WirbelJ_2018	subspecies	646
0	0173001001	WirbelJ_2018	subspecies	646
2	0174001001	WirbelJ_2018	subspecies	646
17	0174001002	WirbelJ_2018	subspecies	646
40	0174001003	WirbelJ_2018	subspecies	646
0	0176001001	WirbelJ_2018	subspecies	646
26	0178001001	WirbelJ_2018	subspecies	646
26	0182001002	WirbelJ_2018	subspecies	646
3	0183001001	WirbelJ_2018	subspecies	646
6	0183001002	WirbelJ_2018	subspecies	646
35	0183001003	WirbelJ_2018	subspecies	646
9	0184001001	WirbelJ_2018	subspecies	646
4	0186001001	WirbelJ_2018	subspecies	646
2	0187001001	WirbelJ_2018	subspecies	646
1	0188001001	WirbelJ_2018	subspecies	646
9	0192001001	WirbelJ_2018	subspecies	646
45	0193001001	WirbelJ_2018	subspecies	646
43	0195001001	WirbelJ_2018	subspecies	646
2	0196001002	WirbelJ_2018	subspecies	646
56	0200001001	WirbelJ_2018	subspecies	646
0	0202001001	WirbelJ_2018	subspecies	646
0	0202001002	WirbelJ_2018	subspecies	646
20	0203001001	WirbelJ_2018	subspecies	646
7	0203001002	WirbelJ_2018	subspecies	646
27	0204001001	WirbelJ_2018	subspecies	646
1	0204001003	WirbelJ_2018	subspecies	646
28	0205001001	WirbelJ_2018	subspecies	646
2	0206001002	WirbelJ_2018	subspecies	646
0	0206001003	WirbelJ_2018	subspecies	646
1	0208001001	WirbelJ_2018	subspecies	646
6	0208001002	WirbelJ_2018	subspecies	646
9	0208001003	WirbelJ_2018	subspecies	646
2	0208001004	WirbelJ_2018	subspecies	646
11	0209001002	WirbelJ_2018	subspecies	646
0	0209001004	WirbelJ_2018	subspecies	646
7	0213001001	WirbelJ_2018	subspecies	646
0	0216001001	WirbelJ_2018	subspecies	646
0	0216001002	WirbelJ_2018	subspecies	646
0	0218001001	WirbelJ_2018	subspecies	646
25	0219001001	WirbelJ_2018	subspecies	646
9	0219001002	WirbelJ_2018	subspecies	646
0	0220001001	WirbelJ_2018	subspecies	646
5	0220001002	WirbelJ_2018	subspecies	646
2	0221001002	WirbelJ_2018	subspecies	646
11	0221001003	WirbelJ_2018	subspecies	646
3	0222001001	WirbelJ_2018	subspecies	646
96	0224001001	WirbelJ_2018	subspecies	646
1	0224001002	WirbelJ_2018	subspecies	646
5	0225001001	WirbelJ_2018	subspecies	646
3	0226001002	WirbelJ_2018	subspecies	646
46	0227001001	WirbelJ_2018	subspecies	646
3	0229001001	WirbelJ_2018	subspecies	646
1	0230001001	WirbelJ_2018	subspecies	646
0	0230001002	WirbelJ_2018	subspecies	646
11	0231001003	WirbelJ_2018	subspecies	646
0	0232001001	WirbelJ_2018	subspecies	646
12	0233001001	WirbelJ_2018	subspecies	646
3	0233001002	WirbelJ_2018	subspecies	646
3	0236001002	WirbelJ_2018	subspecies	646
3	0239001001	WirbelJ_2018	subspecies	646
0	0240001002	WirbelJ_2018	subspecies	646
1	0240001003	WirbelJ_2018	subspecies	646
27	0241001001	WirbelJ_2018	subspecies	646
0	0241001002	WirbelJ_2018	subspecies	646
6	0242001001	WirbelJ_2018	subspecies	646
3	0243001002	WirbelJ_2018	subspecies	646
2	0246001001	WirbelJ_2018	subspecies	646
3	0248001002	WirbelJ_2018	subspecies	646
0	0250001001	WirbelJ_2018	subspecies	646
37	0253001001	WirbelJ_2018	subspecies	646
8	0253001002	WirbelJ_2018	subspecies	646
0	0254001001	WirbelJ_2018	subspecies	646
21	0254001002	WirbelJ_2018	subspecies	646
4	0255001001	WirbelJ_2018	subspecies	646
13	0255001003	WirbelJ_2018	subspecies	646
0	0256001002	WirbelJ_2018	subspecies	646
0	0257001001	WirbelJ_2018	subspecies	646
10	0259001001	WirbelJ_2018	subspecies	646
11	0261001001	WirbelJ_2018	subspecies	646
5	0262001001	WirbelJ_2018	subspecies	646
2	0262001002	WirbelJ_2018	subspecies	646
13	0262001003	WirbelJ_2018	subspecies	646
7	0262001004	WirbelJ_2018	subspecies	646
0	0266001002	WirbelJ_2018	subspecies	646
3	0268001001	WirbelJ_2018	subspecies	646
51	0268001002	WirbelJ_2018	subspecies	646
1	0269001002	WirbelJ_2018	subspecies	646
4	0269001003	WirbelJ_2018	subspecies	646
2	0273001001	WirbelJ_2018	subspecies	646
0	0276001001	WirbelJ_2018	subspecies	646
14	0276001002	WirbelJ_2018	subspecies	646
4	0279001002	WirbelJ_2018	subspecies	646
0	0279001003	WirbelJ_2018	subspecies	646
2	0281001001	WirbelJ_2018	subspecies	646
11	0282001001	WirbelJ_2018	subspecies	646
18	0282001002	WirbelJ_2018	subspecies	646
1	0285001001	WirbelJ_2018	subspecies	646
3	0285001002	WirbelJ_2018	subspecies	646
0	0285001003	WirbelJ_2018	subspecies	646
0	0286001001	WirbelJ_2018	subspecies	646
0	0290001001	WirbelJ_2018	subspecies	646
1	0291001004	WirbelJ_2018	subspecies	646
0	0291001005	WirbelJ_2018	subspecies	646
9	0295001001	WirbelJ_2018	subspecies	646
58	0296001003	WirbelJ_2018	subspecies	646
0	0298001001	WirbelJ_2018	subspecies	646
19	0298001002	WirbelJ_2018	subspecies	646
0	0301001001	WirbelJ_2018	subspecies	646
20	0301001002	WirbelJ_2018	subspecies	646
0	0303001001	WirbelJ_2018	subspecies	646
0	0306001001	WirbelJ_2018	subspecies	646
0	0309001001	WirbelJ_2018	subspecies	646
18	0311001001	WirbelJ_2018	subspecies	646
39	0311001002	WirbelJ_2018	subspecies	646
11	0312001001	WirbelJ_2018	subspecies	646
2	0313001001	WirbelJ_2018	subspecies	646
0	0313001002	WirbelJ_2018	subspecies	646
0	0313001003	WirbelJ_2018	subspecies	646
0	0313001005	WirbelJ_2018	subspecies	646
6	0314001001	WirbelJ_2018	subspecies	646
57	0315001004	WirbelJ_2018	subspecies	646
0	0315001006	WirbelJ_2018	subspecies	646
2	0316001001	WirbelJ_2018	subspecies	646
0	0316001002	WirbelJ_2018	subspecies	646
65	0316001003	WirbelJ_2018	subspecies	646
1	0316001004	WirbelJ_2018	subspecies	646
3	0316001005	WirbelJ_2018	subspecies	646
29	0317001002	WirbelJ_2018	subspecies	646
6	0320001001	WirbelJ_2018	subspecies	646
0	0322001001	WirbelJ_2018	subspecies	646
2	0322001002	WirbelJ_2018	subspecies	646
4	0322001003	WirbelJ_2018	subspecies	646
0	0322001009	WirbelJ_2018	subspecies	646
0	0323001002	WirbelJ_2018	subspecies	646
2	0324001001	WirbelJ_2018	subspecies	646
0	0326001008	WirbelJ_2018	subspecies	646
14	0327001001	WirbelJ_2018	subspecies	646
8	0327001002	WirbelJ_2018	subspecies	646
0	0328001001	WirbelJ_2018	subspecies	646
0	0330001001	WirbelJ_2018	subspecies	646
0	0332001001	WirbelJ_2018	subspecies	646
1	0333001001	WirbelJ_2018	subspecies	646
20	0333001002	WirbelJ_2018	subspecies	646
2	0334001001	WirbelJ_2018	subspecies	646
32	0335001002	WirbelJ_2018	subspecies	646
8	0338001001	WirbelJ_2018	subspecies	646
2	0339001003	WirbelJ_2018	subspecies	646
18	0340001001	WirbelJ_2018	subspecies	646
0	0341001002	WirbelJ_2018	subspecies	646
105	0342001001	WirbelJ_2018	subspecies	646
105	0342001002	WirbelJ_2018	subspecies	646
12	0352001003	WirbelJ_2018	subspecies	646
21	0354001001	WirbelJ_2018	subspecies	646
0	0354001002	WirbelJ_2018	subspecies	646
2	0358001002	WirbelJ_2018	subspecies	646
0	0359001001	WirbelJ_2018	subspecies	646
0	0359001002	WirbelJ_2018	subspecies	646
7	0363001002	WirbelJ_2018	subspecies	646
0	0364001001	WirbelJ_2018	subspecies	646
14	0366001001	WirbelJ_2018	subspecies	646
1	0374001001	WirbelJ_2018	subspecies	646
0	0376001001	WirbelJ_2018	subspecies	646
3	0376001002	WirbelJ_2018	subspecies	646
1	0378001001	WirbelJ_2018	subspecies	646
2	0378001002	WirbelJ_2018	subspecies	646
2	0389001001	WirbelJ_2018	subspecies	646
14	0389001002	WirbelJ_2018	subspecies	646
4	0391001001	WirbelJ_2018	subspecies	646
38	0392001001	WirbelJ_2018	subspecies	646
0	0392001002	WirbelJ_2018	subspecies	646
22	0392001003	WirbelJ_2018	subspecies	646
0	0393001001	WirbelJ_2018	subspecies	646
3	0394001001	WirbelJ_2018	subspecies	646
23	0394001002	WirbelJ_2018	subspecies	646
0	0394001005	WirbelJ_2018	subspecies	646
3	0396001001	WirbelJ_2018	subspecies	646
2	0399001001	WirbelJ_2018	subspecies	646
0	0403001003	WirbelJ_2018	subspecies	646
0	0405001001	WirbelJ_2018	subspecies	646
0	0406001003	WirbelJ_2018	subspecies	646
28	0407001001	WirbelJ_2018	subspecies	646
2	0407001002	WirbelJ_2018	subspecies	646
14	0407001003	WirbelJ_2018	subspecies	646
0	0409001001	WirbelJ_2018	subspecies	646
0	0411001001	WirbelJ_2018	subspecies	646
5	0411001002	WirbelJ_2018	subspecies	646
0	0413001001	WirbelJ_2018	subspecies	646
45	0417001001	WirbelJ_2018	subspecies	646
11	0422001001	WirbelJ_2018	subspecies	646
2	0424001001	WirbelJ_2018	subspecies	646
22	0427001001	WirbelJ_2018	subspecies	646
10	0428001001	WirbelJ_2018	subspecies	646
1	0431001001	WirbelJ_2018	subspecies	646
10	0435001002	WirbelJ_2018	subspecies	646
3	0438001003	WirbelJ_2018	subspecies	646
6	0438001004	WirbelJ_2018	subspecies	646
0	0442001001	WirbelJ_2018	subspecies	646
2	0442001002	WirbelJ_2018	subspecies	646
3	0444001001	WirbelJ_2018	subspecies	646
0	0444001003	WirbelJ_2018	subspecies	646
0	0446001001	WirbelJ_2018	subspecies	646
16	0446001002	WirbelJ_2018	subspecies	646
2	0446001003	WirbelJ_2018	subspecies	646
14	0447001001	WirbelJ_2018	subspecies	646
2	0447001002	WirbelJ_2018	subspecies	646
0	0449001001	WirbelJ_2018	subspecies	646
0	0451001001	WirbelJ_2018	subspecies	646
11	0451001002	WirbelJ_2018	subspecies	646
33	0451001003	WirbelJ_2018	subspecies	646
3	0453001001	WirbelJ_2018	subspecies	646
6	0464001001	WirbelJ_2018	subspecies	646
0	0472001001	WirbelJ_2018	subspecies	646
0	0479001001	WirbelJ_2018	subspecies	646
31	0480001001	WirbelJ_2018	subspecies	646
9	0480001002	WirbelJ_2018	subspecies	646
0	0481001001	WirbelJ_2018	subspecies	646
0	0482001001	WirbelJ_2018	subspecies	646
1	0482001002	WirbelJ_2018	subspecies	646
2	0484001001	WirbelJ_2018	subspecies	646
0	0486001001	WirbelJ_2018	subspecies	646
8	0489001001	WirbelJ_2018	subspecies	646
5	0491001004	WirbelJ_2018	subspecies	646
4	0492001001	WirbelJ_2018	subspecies	646
3	0492001003	WirbelJ_2018	subspecies	646
46	0492001004	WirbelJ_2018	subspecies	646
19	0497001001	WirbelJ_2018	subspecies	646
30	0507001001	WirbelJ_2018	subspecies	646
0	0511001001	WirbelJ_2018	subspecies	646
17	0513001001	WirbelJ_2018	subspecies	646
8	0513001002	WirbelJ_2018	subspecies	646
0	0514001001	WirbelJ_2018	subspecies	646
0	0517001001	WirbelJ_2018	subspecies	646
2	0517001004	WirbelJ_2018	subspecies	646
0	0518001002	WirbelJ_2018	subspecies	646
24	0518001003	WirbelJ_2018	subspecies	646
1	0529001001	WirbelJ_2018	subspecies	646
0	0530001001	WirbelJ_2018	subspecies	646
3	0533001001	WirbelJ_2018	subspecies	646
10	0539001001	WirbelJ_2018	subspecies	646
5	0539001002	WirbelJ_2018	subspecies	646
21	0544001001	WirbelJ_2018	subspecies	646
1	0552001002	WirbelJ_2018	subspecies	646
10	0553001001	WirbelJ_2018	subspecies	646
0	0560001005	WirbelJ_2018	subspecies	646
0	0560001009	WirbelJ_2018	subspecies	646
0	0561001001	WirbelJ_2018	subspecies	646
1	0567001003	WirbelJ_2018	subspecies	646
1	0567001004	WirbelJ_2018	subspecies	646
3	0568001001	WirbelJ_2018	subspecies	646
0	0568001002	WirbelJ_2018	subspecies	646
2	0569001002	WirbelJ_2018	subspecies	646
0	0584001001	WirbelJ_2018	subspecies	646
0	0586001001	WirbelJ_2018	subspecies	646
20	0588001001	WirbelJ_2018	subspecies	646
43	0592001001	WirbelJ_2018	subspecies	646
8	0595001001	WirbelJ_2018	subspecies	646
2	0597001001	WirbelJ_2018	subspecies	646
5	0597001002	WirbelJ_2018	subspecies	646
2	0597001003	WirbelJ_2018	subspecies	646
1	0601001001	WirbelJ_2018	subspecies	646
15	0601001003	WirbelJ_2018	subspecies	646
6	0601001004	WirbelJ_2018	subspecies	646
2	0606001001	WirbelJ_2018	subspecies	646
43	0606001002	WirbelJ_2018	subspecies	646
6	0615001001	WirbelJ_2018	subspecies	646
6	0615001002	WirbelJ_2018	subspecies	646
8	0621001001	WirbelJ_2018	subspecies	646
62	0623001001	WirbelJ_2018	subspecies	646
2	0628001001	WirbelJ_2018	subspecies	646
1	0643001001	WirbelJ_2018	subspecies	646
0	0648001001	WirbelJ_2018	subspecies	646
44	0649001001	WirbelJ_2018	subspecies	646
4	0650001001	WirbelJ_2018	subspecies	646
15	0655001001	WirbelJ_2018	subspecies	646
0	0655001003	WirbelJ_2018	subspecies	646
3	0688001001	WirbelJ_2018	subspecies	646
10	0688001002	WirbelJ_2018	subspecies	646
0	0696001001	WirbelJ_2018	subspecies	646
27	0696001002	WirbelJ_2018	subspecies	646
30	0701001001	WirbelJ_2018	subspecies	646
12	0701001002	WirbelJ_2018	subspecies	646
1	0701001003	WirbelJ_2018	subspecies	646
0	0712001001	WirbelJ_2018	subspecies	646
0	0719001001	WirbelJ_2018	subspecies	646
10	0719001002	WirbelJ_2018	subspecies	646
6	0733001001	WirbelJ_2018	subspecies	646
4	0750001001	WirbelJ_2018	subspecies	646
28	0750001002	WirbelJ_2018	subspecies	646
0	0751001001	WirbelJ_2018	subspecies	646
16	0751001002	WirbelJ_2018	subspecies	646
0	0751001004	WirbelJ_2018	subspecies	646
0	0754001002	WirbelJ_2018	subspecies	646
0	0755001001	WirbelJ_2018	subspecies	646
1	0756001001	WirbelJ_2018	subspecies	646
2	0776001004	WirbelJ_2018	subspecies	646
0	0777001002	WirbelJ_2018	subspecies	646
13	0785001001	WirbelJ_2018	subspecies	646
2	0785001003	WirbelJ_2018	subspecies	646
1	0788001001	WirbelJ_2018	subspecies	646
0	0793001001	WirbelJ_2018	subspecies	646
5	0805001001	WirbelJ_2018	subspecies	646
7	0826001003	WirbelJ_2018	subspecies	646
4	0829001001	WirbelJ_2018	subspecies	646
4	0829001002	WirbelJ_2018	subspecies	646
0	0838001001	WirbelJ_2018	subspecies	646
2	0838001002	WirbelJ_2018	subspecies	646
0	0846001001	WirbelJ_2018	subspecies	646
4	0846001002	WirbelJ_2018	subspecies	646
0	0847001001	WirbelJ_2018	subspecies	646
38	0859001001	WirbelJ_2018	subspecies	646
5	0861001001	WirbelJ_2018	subspecies	646
14	0862001001	WirbelJ_2018	subspecies	646
1	0875001001	WirbelJ_2018	subspecies	646
9	0885001001	WirbelJ_2018	subspecies	646
2	0885001002	WirbelJ_2018	subspecies	646
2	0885001004	WirbelJ_2018	subspecies	646
1	0887001001	WirbelJ_2018	subspecies	646
5	0896001002	WirbelJ_2018	subspecies	646
0	0907001001	WirbelJ_2018	subspecies	646
0	0909001001	WirbelJ_2018	subspecies	646
33	0918001001	WirbelJ_2018	subspecies	646
3	0918001002	WirbelJ_2018	subspecies	646
0	0921001001	WirbelJ_2018	subspecies	646
3	0925001001	WirbelJ_2018	subspecies	646
2	0934001001	WirbelJ_2018	subspecies	646
32	0945001001	WirbelJ_2018	subspecies	646
2	0953001001	WirbelJ_2018	subspecies	646
0	0961001002	WirbelJ_2018	subspecies	646
0	0977001002	WirbelJ_2018	subspecies	646
1	0991001001	WirbelJ_2018	subspecies	646
2	0991001002	WirbelJ_2018	subspecies	646
3	0998001001	WirbelJ_2018	subspecies	646
1	1005001001	WirbelJ_2018	subspecies	646
3	1010001002	WirbelJ_2018	subspecies	646
2	1012001001	WirbelJ_2018	subspecies	646
6	1014001001	WirbelJ_2018	subspecies	646
0	1014001002	WirbelJ_2018	subspecies	646
0	1014001003	WirbelJ_2018	subspecies	646
3	1020001002	WirbelJ_2018	subspecies	646
0	1023001001	WirbelJ_2018	subspecies	646
0	1033001001	WirbelJ_2018	subspecies	646
6	1044001001	WirbelJ_2018	subspecies	646
2	1048001001	WirbelJ_2018	subspecies	646
37	1054001003	WirbelJ_2018	subspecies	646
23	1055001001	WirbelJ_2018	subspecies	646
17	1058001001	WirbelJ_2018	subspecies	646
7	1072001001	WirbelJ_2018	subspecies	646
2	1072001002	WirbelJ_2018	subspecies	646
2	1072001003	WirbelJ_2018	subspecies	646
0	1073001001	WirbelJ_2018	subspecies	646
15	1073001002	WirbelJ_2018	subspecies	646
1	1080001002	WirbelJ_2018	subspecies	646
0	1092001002	WirbelJ_2018	subspecies	646
0	1106001001	WirbelJ_2018	subspecies	646
17	1108001001	WirbelJ_2018	subspecies	646
26	1113001001	WirbelJ_2018	subspecies	646
1	1114001001	WirbelJ_2018	subspecies	646
